-1.663768116	0.044138413	0.829766029	0.163075913	0.007105296	0.992841942	0.835748364	0.164251636
-1.511594203	0.046154629	0.818774654	0.173900404	0.007210936	0.992675058	0.824816387	0.175183613
-1.35942029	0.048708331	0.809383792	0.182838661	0.00767377	0.992222453	0.815728156	0.184271844
-1.207246377	0.051547827	0.799853372	0.191104594	0.008861658	0.990957967	0.807151665	0.192848335
-1.055072464	0.054605939	0.78601036	0.204676245	0.009146674	0.990686604	0.793399604	0.206600396
-0.902898551	0.058404996	0.770986314	0.218441526	0.010422772	0.989427839	0.779224399	0.220775601
-0.750724638	0.065449589	0.746503824	0.24153281	0.011741927	0.988036634	0.755542657	0.244457343
-0.598550725	0.069620188	0.729906778	0.257071852	0.012729334	0.98697863	0.739536557	0.260463443
-0.446376812	0.075646748	0.706416976	0.278581925	0.014746549	0.984998901	0.717175395	0.282824605
-0.294202899	0.080269598	0.686325808	0.297462908	0.015887867	0.983788716	0.697635373	0.302364627
-0.142028986	0.087917115	0.658574181	0.323261517	0.017813978	0.981835698	0.670758033	0.329241967
0.010144928	0.094568855	0.631249639	0.34811544	0.020294372	0.979365079	0.644549875	0.355450125
0.162318841	0.100697472	0.609565633	0.368325285	0.021648354	0.977890918	0.623347269	0.376652731
0.314492754	0.109407484	0.575150943	0.39990271	0.024477065	0.975053653	0.589865944	0.410134056
0.466666667	0.115938086	0.550307324	0.422858337	0.0263146	0.973165661	0.56548165	0.43451835
0.61884058	0.12003427	0.534596551	0.437063847	0.027919712	0.971660398	0.550188679	0.449811321
0.771014493	0.12483687	0.515454012	0.455458875	0.028511777	0.970912887	0.530896251	0.469103749
0.923188406	0.132073114	0.489483479	0.477515596	0.032386437	0.966999075	0.506188156	0.493811844
1.075362319	0.138377767	0.473727113	0.492823267	0.032828283	0.96655038	0.490121491	0.509878509
1.227536232	0.144036159	0.457364074	0.506540347	0.035278756	0.96390442	0.474491105	0.525508895
1.379710145	0.15110376	0.431342789	0.53208539	0.03584492	0.963428179	0.4477166	0.5522834
1.531884058	0.161513845	0.39530172	0.564666841	0.039146508	0.959968562	0.411786111	0.588213889
1.684057971	0.169253922	0.368348239	0.590211571	0.040548754	0.95855981	0.384272567	0.615727433
1.836231884	0.175557335	0.344371609	0.610955841	0.0437127	0.95532745	0.360474944	0.639525056
1.988405797	0.181255119	0.320067531	0.633610897	0.045320056	0.953678427	0.335613685	0.664386315
2.14057971	0.187603891	0.295986555	0.655366843	0.047551036	0.951353398	0.311121562	0.688878438
2.292753623	0.192638793	0.278061385	0.669399612	0.051410303	0.947460997	0.293480561	0.706519439
2.444927536	0.199512861	0.253071253	0.691947629	0.053866366	0.945018883	0.267794917	0.732205083
2.597101449	0.205060529	0.232702799	0.710900367	0.055156161	0.943603166	0.246610872	0.753389128
2.749275362	0.209844241	0.218252116	0.723268048	0.057275551	0.941520165	0.231808223	0.768191777
2.901449275	0.215344377	0.20154734	0.737681382	0.059369784	0.939228723	0.214588135	0.785411865
3.053623188	0.218621974	0.187729729	0.749970358	0.060752861	0.937700086	0.200202316	0.799797684
3.205797101	0.223357567	0.174452622	0.76010389	0.063813736	0.934556512	0.186668885	0.813331115
3.357971014	0.226811138	0.165450751	0.766641946	0.066498796	0.932092697	0.17750461	0.82249539
3.510144928	0.230761315	0.154655123	0.774730159	0.069050505	0.929385281	0.166405823	0.833594177
3.662318841	0.234716768	0.142955753	0.782483146	0.072749131	0.925438899	0.154473465	0.845526535
3.814492754	0.23741478	0.137064779	0.786790022	0.074412295	0.923854801	0.148361819	0.851638181
3.966666667	0.23963964	0.130695161	0.789373153	0.078122718	0.920068314	0.14204941	0.85795059
4.11884058	0.241043247	0.12690563	0.791888795	0.079516227	0.918794426	0.138121898	0.861878102
4.271014493	0.244058515	0.121937322	0.79159688	0.084560707	0.913534202	0.133478661	0.866521339
4.423188406	0.246069599	0.115285419	0.796792129	0.08565773	0.912077548	0.126398703	0.873601297
4.575362319	0.248060199	0.113789897	0.793616536	0.090569856	0.907406433	0.125401245	0.874598755
4.727536232	0.250468238	0.109449068	0.792736168	0.095356813	0.902185236	0.121315516	0.878684484
4.879710145	0.252011123	0.10653642	0.793680276	0.097352641	0.900216696	0.118345305	0.881654695
5.031884058	0.253794335	0.104517317	0.790902838	0.102186752	0.895420155	0.116724329	0.883275671
5.184057971	0.254520073	0.104028192	0.787762484	0.105656449	0.891790676	0.116650908	0.883349092
5.336231884	0.257041466	0.102166618	0.78265452	0.112427148	0.884821139	0.115465843	0.884534157
5.488405797	0.259196056	0.098003848	0.78362995	0.115571818	0.881633798	0.111161628	0.888838372
5.64057971	0.260761619	0.098991056	0.777534798	0.120743518	0.876525854	0.112935694	0.887064306
5.792753623	0.262326955	0.096014904	0.776962711	0.12395424	0.872977615	0.109985528	0.890014472
5.944927536	0.264493263	0.095662507	0.769342794	0.131936435	0.865005301	0.110591816	0.889408184
6.097101449	0.266581502	0.094202899	0.764619883	0.137750503	0.858822782	0.109688402	0.890311598
6.249275362	0.268894888	0.093622196	0.760202823	0.142607219	0.853825019	0.109650331	0.890349669
6.401449275	0.270721245	0.093317162	0.75359746	0.149499637	0.846914622	0.110184852	0.889815148
6.553623188	0.272335676	0.091599082	0.750540116	0.15407151	0.842139197	0.108769526	0.891230474
6.705797101	0.272795917	0.092483729	0.743083258	0.160274803	0.835566986	0.110683799	0.889316201
6.857971014	0.277003319	0.090850124	0.734832269	0.170384522	0.825682393	0.110030352	0.889969648
7.010144928	0.27924832	0.089599379	0.728553463	0.177095105	0.818152842	0.10951423	0.89048577
